Gene stable ID,HGNC ID,HGNC symbol,Chromosome/scaffold name,Karyotype band,Gene start (bp),Gene end (bp)
ENSG00000205936,HGNC:23970,PPP1R12BP2,Y,q11.223,23379484,23392697
ENSG00000251925,,,Y,q11.223,23423099,23423236
ENSG00000286744,,,Y,q11.223,23435905,23436006
ENSG00000225189,HGNC:38795,REREP1Y,Y,q11.223,23462465,23472280
ENSG00000230073,,,Y,q11.223,23523321,23525369
ENSG00000215540,HGNC:23260,RBMY2CP,Y,q11.223,23537308,23546942
ENSG00000236647,,,Y,q11.223,23549809,23551385
ENSG00000099721,HGNC:462,AMELY,Y,p11.2,6865918,6911752
ENSG00000092377,HGNC:18502,TBL1Y,Y,p11.2,6910686,7101970
ENSG00000232583,HGNC:18499,GPR143P,Y,p11.2,7100733,7106502
ENSG00000205944,HGNC:15964,DAZ2,Y,q11.223,23219447,23291356
ENSG00000168757,HGNC:23924,TSPY2,Y,p11.2,6246223,6249019
ENSG00000197038,HGNC:18849,RBMY1A3P,Y,p11.2,9311130,9322869
ENSG00000275310,,,Y,p11.2,9325799,9326047
ENSG00000232808,HGNC:18844,TTTY20,Y,p11.2,9329880,9334832
ENSG00000225560,HGNC:37470,FAM197Y8,Y,p11.2,9347511,9356814
ENSG00000229549,HGNC:37471,TSPY8,Y,p11.2,9357797,9360599
ENSG00000228383,HGNC:37469,FAM197Y7,Y,p11.2,9367803,9375681
ENSG00000286120,,,Y,p11.2,9375129,9377121
ENSG00000188656,HGNC:34040,TSPY7P,Y,p11.2,9378122,9380871
ENSG00000237802,HGNC:37468,FAM197Y6,Y,p11.2,9388122,9396027
ENSG00000286173,,,Y,p11.2,9395475,9397467
ENSG00000228927,HGNC:33876,TSPY3,Y,p11.2,9398421,9401223
ENSG00000226555,HGNC:37661,AGKP1,Y,q11.221,14639096,14640358
ENSG00000228787,HGNC:38793,NLGN4Y-AS1,Y,q11.221,14793642,14804033
ENSG00000242389,HGNC:23916,RBMY1E,Y,q11.223,21903618,21918042
ENSG00000165246,HGNC:15529,NLGN4Y,Y,q11.221,14522573,14845654
ENSG00000231535,HGNC:38712,LINC00278,Y,p11.2,3002887,3200509
ENSG00000229343,HGNC:23866,CDY22P,Y,q11.23,25813013,25814566
ENSG00000232695,HGNC:38153,ELOCP17,Y,q11.23,25860943,25861268
ENSG00000235511,HGNC:2589,OFD1P18Y,Y,q11.23,25871931,25898653
ENSG00000232914,HGNC:10713,TRAPPC2P4,Y,q11.23,25904518,25907250
ENSG00000223655,HGNC:38107,RAB9AP3,Y,q11.23,25918323,25918895
ENSG00000230854,HGNC:38767,USP9YP20,Y,q11.23,25923388,25929826
ENSG00000252625,HGNC:48382,RNU1-40P,Y,q11.23,25928979,25929142
ENSG00000227635,HGNC:38757,USP9YP21,Y,q11.23,25933833,25935881
ENSG00000237546,HGNC:23913,XKRYP6,Y,q11.23,25943268,25954152
ENSG00000172283,HGNC:34021,PRYP4,Y,q11.23,25975549,25988069
ENSG00000227867,HGNC:38147,ELOCP11,Y,q11.23,25991241,25991572
ENSG00000231716,HGNC:23867,CDY23P,Y,q11.23,25994684,25995697
ENSG00000234744,HGNC:38762,USP9YP26,Y,q11.23,26002254,26008856
ENSG00000233156,HGNC:38792,HSFY8P,Y,q11.23,26011435,26012237
ENSG00000234888,HGNC:23887,OFD1P15Y,Y,q11.23,26055779,26088493
ENSG00000215507,HGNC:23259,RBMY2DP,Y,q11.23,26123674,26133308
ENSG00000235014,HGNC:38796,REREP2Y,Y,q11.23,26198331,26208148
ENSG00000289705,,,Y,q11.23,26234610,26234711
ENSG00000225876,,,Y,q11.23,26244351,26244573
ENSG00000251796,,,Y,q11.23,26247384,26247521
ENSG00000229238,HGNC:18498,PPP1R12BP1,Y,q11.23,26277923,26354418
ENSG00000252948,HGNC:48277,RNU6-1314P,Y,q11.23,26360989,26361092
ENSG00000233843,HGNC:23942,CYCSP48,Y,q11.23,26400611,26401230
ENSG00000188399,HGNC:37759,ANKRD36P1,Y,q11.23,26409815,26420535
ENSG00000277146,,,Y,q11.23,26453982,26454092
ENSG00000129862,HGNC:31751,VCY1B,Y,q11.221,14056227,14056958
ENSG00000235451,HGNC:38085,PNPLA4P1,Y,q11.221,14081075,14086600
ENSG00000289706,,,Y,q11.221,14101588,14101723
ENSG00000226611,HGNC:23874,OFD1P2Y,Y,q11.222,18080681,18096202
ENSG00000240438,HGNC:23877,OFD1P5Y,Y,q11.222,18582063,18629077
ENSG00000286247,,,Y,q11.223,20725331,20734526
ENSG00000225624,HGNC:23979,TBL1YP1,Y,q11.223,20727254,20742900
ENSG00000280969,HGNC:18501,RPS4Y2,Y,q11.223,20756108,20781032
ENSG00000224482,HGNC:37721,HSFY4P,Y,q11.223,20808776,20811809
ENSG00000216844,,,Y,q11.223,20843256,20843710
ENSG00000229551,HGNC:37765,GAPDHP17,Y,q11.223,20861337,20862337
ENSG00000226504,HGNC:23956,TMEM167AP1,Y,q11.223,20907344,20907562
ENSG00000254488,,,Y,q11.223,21038289,21044724
ENSG00000237427,HGNC:38736,TOMM22P1,Y,q11.223,21130870,21131181
ENSG00000289707,,,Y,q11.223,21138633,21257832
ENSG00000232634,HGNC:37662,NEFLP1,Y,q11.223,21221106,21222089
ENSG00000226918,,,Y,q11.223,21311268,21318895
ENSG00000183146,HGNC:38732,PRORY,Y,q11.223,21382954,21386360
ENSG00000236615,,,Y,q11.223,21405770,21405995
ENSG00000288057,,,Y,q11.223,21424028,21456216
ENSG00000237269,HGNC:23897,RBMY2TP,Y,q11.223,21430697,21437245
ENSG00000169849,HGNC:23906,TSPY14P,Y,q11.223,21468158,21470683
ENSG00000169811,HGNC:9916,RBMY1HP,Y,q11.223,21493519,21501968
ENSG00000242393,,,Y,q11.223,21508299,21510470
ENSG00000242875,HGNC:23914,RBMY1B,Y,q11.223,21511338,21549094
ENSG00000234414,HGNC:9912,RBMY1A1,Y,q11.223,21511372,21549326
ENSG00000228257,,,Y,q11.223,21531839,21534011
ENSG00000184991,HGNC:18494,TTTY13,Y,q11.223,21565092,21605081
ENSG00000271123,HGNC:38140,ELOCP5,Y,q11.223,21631683,21632015
ENSG00000226042,HGNC:23848,CDY10P,Y,q11.223,21637475,21639041
ENSG00000237023,HGNC:37739,USP9YP3,Y,q11.223,21661926,21674008
ENSG00000229416,HGNC:38424,USP9YP8,Y,q11.223,21677246,21681118
ENSG00000230029,HGNC:23852,CDY11P,Y,q11.223,21696570,21698220
ENSG00000223637,HGNC:23890,RBMY2EP,Y,q11.223,21394991,21404771
ENSG00000224169,HGNC:38790,HSFY6P,Y,q11.223,23657839,23659058
ENSG00000223407,HGNC:38754,USP9YP18,Y,q11.223,23659466,23667822
ENSG00000226873,HGNC:23858,CDY14P,Y,q11.223,23674379,23675392
ENSG00000227915,HGNC:38152,ELOCP16,Y,q11.223,23678504,23678835
ENSG00000236620,HGNC:23910,XKRYP3,Y,q11.223,23715922,23726808
ENSG00000224866,HGNC:38761,USP9YP25,Y,q11.223,23734193,23736249
ENSG00000232424,HGNC:38765,USP9YP29,Y,q11.223,23740258,23746693
ENSG00000252681,HGNC:48439,RNU1-97P,Y,q11.223,23740942,23741105
ENSG00000232910,HGNC:38104,RAB9AP1,Y,q11.223,23751188,23751760
ENSG00000232845,HGNC:37733,TRAPPC2P9,Y,q11.223,23762838,23765583
ENSG00000237302,HGNC:23883,OFD1P11Y,Y,q11.223,23771232,23798150
ENSG00000169763,HGNC:34020,PRYP3,Y,q11.223,23682007,23694527
ENSG00000277930,,,Y,p11.2,4993858,4999650
ENSG00000252468,HGNC:48550,RNU2-57P,Y,p11.2,5019076,5019266
ENSG00000231341,HGNC:37481,VDAC1P6,Y,p11.2,5207215,5208069
ENSG00000235001,HGNC:23946,EIF4A1P2,Y,p11.2,5337745,5338964
ENSG00000214207,HGNC:23962,KRT18P10,Y,p11.2,5573145,5574431
ENSG00000278585,HGNC:41517,SNX3P1Y,Y,p11.2,5634480,5634655
ENSG00000235175,HGNC:36004,RPL26P37,Y,p11.2,5793300,5793737
ENSG00000099715,HGNC:15813,PCDH11Y,Y,p11.2,5000226,5742224
ENSG00000225466,HGNC:23882,OFD1P10Y,Y,q11.223,23581595,23614640
ENSG00000231540,HGNC:38145,ELOCP9,Y,q11.23,23808821,23809059
ENSG00000223362,HGNC:23859,CDY15P,Y,q11.23,23855522,23857091
ENSG00000231026,HGNC:23911,XKRYP4,Y,q11.23,23917241,23917723
ENSG00000224571,HGNC:38721,USP9YP13,Y,q11.23,23919905,23921510
ENSG00000226369,HGNC:38460,USP9YP11,Y,q11.23,23934953,23940101
ENSG00000280961,HGNC:31888,TTTY3B,Y,q11.23,23936727,23941622
ENSG00000227871,HGNC:38720,USP9YP12,Y,q11.23,23945927,23952293
ENSG00000251917,HGNC:48428,RNU1-86P,Y,q11.23,23946618,23946771
ENSG00000231423,HGNC:38109,RAB9AP5,Y,q11.23,23956569,23960218
ENSG00000228465,HGNC:37732,TRAPPC2P10,Y,q11.23,23967564,23970694
ENSG00000232585,HGNC:23884,OFD1P12Y,Y,q11.23,23972780,23995081
ENSG00000234081,HGNC:38146,ELOCP10,Y,q11.23,24006911,24007237
ENSG00000172352,HGNC:23920,CDY1B,Y,q11.23,24045229,24048019
ENSG00000231375,HGNC:23861,CDY17P,Y,q11.23,24049878,24051487
ENSG00000237467,HGNC:38779,USP9YP35,Y,q11.23,24077799,24079812
ENSG00000229250,HGNC:38775,USP9YP31,Y,q11.23,24081704,24090346
ENSG00000232205,HGNC:23862,CDY18P,Y,q11.23,24104107,24106018
ENSG00000235981,,,Y,q11.23,24142358,24157843
ENSG00000223698,HGNC:23958,GOLGA6L11P,Y,q11.23,24168187,24174494
ENSG00000242854,HGNC:35171,DNM1P24,Y,q11.23,24179316,24183505
ENSG00000230977,,,Y,q11.23,24182477,24183071
ENSG00000244231,HGNC:32424,CSPG4P2Y,Y,q11.23,24183434,24187231
ENSG00000172342,HGNC:38111,CSPG4P3Y,Y,q11.23,24186509,24191870
ENSG00000284071,,,Y,q11.23,24196518,24206132
ENSG00000239533,HGNC:16479,GOLGA2P2Y,Y,q11.23,24209567,24215581
ENSG00000274234,HGNC:46834,RN7SL818P,Y,q11.23,24210958,24211216
ENSG00000225491,HGNC:38429,UBE2Q2P4Y,Y,q11.23,24232826,24238984
ENSG00000224827,HGNC:38523,LINC00265-2P,Y,q11.23,24276245,24277026
ENSG00000233740,HGNC:23935,CICP2,Y,q11.23,24278337,24281140
ENSG00000248792,HGNC:51708,SEPTIN14P22,Y,q11.23,24283062,24283230
ENSG00000279274,,,Y,q11.23,24362335,24362409
ENSG00000234399,HGNC:23901,RBMY2XP,Y,q11.23,24396604,24403526
ENSG00000227439,HGNC:31889,TTTY17B,Y,q11.23,24485332,24486463
ENSG00000224210,HGNC:38430,TRIM60P5Y,Y,q11.23,24494709,24495583
ENSG00000232003,HGNC:38431,ZNF736P12Y,Y,q11.23,24500263,24501505
ENSG00000235412,HGNC:31891,TTTY4B,Y,q11.23,24570202,24607025
ENSG00000183795,HGNC:25449,BPY2B,Y,q11.23,24607560,24639207
ENSG00000240566,,,Y,q11.23,24650808,24651534
ENSG00000236379,HGNC:38464,ZNF736P4Y,Y,q11.23,25168599,25169841
ENSG00000274899,,,Y,q11.23,25174520,25175237
ENSG00000223641,HGNC:31890,TTTY17C,Y,q11.23,25182277,25213389
ENSG00000227633,HGNC:23902,RBMY2YP,Y,q11.23,25266584,25273531
ENSG00000279115,,,Y,q11.23,25307729,25307803
ENSG00000228786,HGNC:51709,SEPTIN14P23,Y,q11.23,25378300,25394719
ENSG00000233652,HGNC:23936,CICP1,Y,q11.23,25388992,25391811
ENSG00000233944,HGNC:38536,LINC00265-3P,Y,q11.23,25393154,25394056
ENSG00000223636,HGNC:38466,UBE2Q2P5Y,Y,q11.23,25431156,25437315
ENSG00000172297,HGNC:32426,GOLGA2P3Y,Y,q11.23,25454561,25460572
ENSG00000278242,HGNC:46741,RN7SL725P,Y,q11.23,25458926,25459184
ENSG00000284380,,,Y,q11.23,25464006,25473621
ENSG00000172294,HGNC:38535,CSPG4P4Y,Y,q11.23,25478269,25483630
ENSG00000240450,HGNC:16478,CSPG4P1Y,Y,q11.23,25482908,25486705
ENSG00000239304,HGNC:38801,DNM1P48,Y,q11.23,25486640,25487322
ENSG00000233619,,,Y,q11.23,25487284,25487662
ENSG00000197092,HGNC:38117,GOLGA6L16P,Y,q11.23,25495651,25501958
ENSG00000235583,,,Y,q11.23,25512301,25527786
ENSG00000237823,HGNC:23863,CDY19P,Y,q11.23,25564122,25566033
ENSG00000229709,HGNC:38780,USP9YP36,Y,q11.23,25579790,25588444
ENSG00000232064,HGNC:38777,USP9YP33,Y,q11.23,25590323,25592345
ENSG00000225609,HGNC:23864,CDY20P,Y,q11.23,25618644,25620253
ENSG00000270535,HGNC:49175,ELOCP34,Y,q11.23,25662900,25663226
ENSG00000225287,HGNC:23885,OFD1P13Y,Y,q11.23,25675060,25697346
ENSG00000225256,HGNC:10714,TRAPPC2P5,Y,q11.23,25699451,25702562
ENSG00000223856,HGNC:38106,RAB9AP2,Y,q11.23,25709908,25713557
ENSG00000235004,HGNC:38766,USP9YP30,Y,q11.23,25723016,25724186
ENSG00000252426,HGNC:48449,RNU1-107P,Y,q11.23,25723342,25723495
ENSG00000231141,HGNC:16480,TTTY3,Y,q11.23,25728490,25733388
ENSG00000232614,HGNC:38435,USP9YP9,Y,q11.23,25730011,25735160
ENSG00000225326,HGNC:38755,USP9YP19,Y,q11.23,25748596,25750206
ENSG00000223406,HGNC:23912,XKRYP5,Y,q11.23,25752388,25752870
ENSG00000215506,HGNC:38077,TPTE2P4,Y,q11.23,26508213,26579690
ENSG00000224240,HGNC:23943,CYCSP49,Y,q11.23,26549425,26549743
ENSG00000227629,HGNC:18497,SLC25A15P1,Y,q11.23,26586642,26591601
ENSG00000237917,HGNC:18500,PARP4P1,Y,q12,26594851,26634652
ENSG00000231514,HGNC:38436,CCNQP2,Y,q12,26626520,26627159
ENSG00000172288,HGNC:1809,CDY1,Y,q11.23,25622117,25624902
ENSG00000233803,HGNC:37287,TSPY4,Y,p11.2,9337464,9340284
ENSG00000226941,HGNC:23917,RBMY1J,Y,q11.223,22403410,22417881
ENSG00000238074,HGNC:37472,TSPY9,Y,p11.2,9487267,9490081
ENSG00000215580,HGNC:23953,BCORP1,Y,q11.222,19455431,19567092
ENSG00000289826,,,Y,p11.2,7274826,7290751
ENSG00000278212,,,Y,q11.21,11153797,11215032
ENSG00000131002,HGNC:18473,TXLNGY,Y,q11.222,19567313,19606274
ENSG00000239893,HGNC:38408,ZNF736P9Y,Y,p11.2,8068445,8126293
ENSG00000206159,HGNC:4701,GYG2P1,Y,q11.221,12088010,12421587
ENSG00000227568,HGNC:39634,SNX18P26,13,q11,18807279,18808018
ENSG00000230931,HGNC:39676,GXYLT1P1,13,q11,18724415,18724904
ENSG00000204718,HGNC:39834,CNN2P12,13,q11,18726706,18727414
ENSG00000231238,HGNC:42667,LINC00349,13,q11,18538880,18551214
ENSG00000225016,HGNC:42027,LINC00328-2P,13,q11,18809830,18810048
ENSG00000121388,,,13,q12.11,19182038,19187618
ENSG00000268486,,,13,q11,18408806,18431605
ENSG00000206192,HGNC:42023,ANKRD20A9P,13,q11,18816718,18871967
ENSG00000235500,HGNC:38115,SNX19P2,13,q11,18892260,18895230
ENSG00000229427,HGNC:39690,ANKRD26P4,13,q12.3,31311289,31312921
ENSG00000226361,HGNC:39686,TERF1P5,13,q11,18680494,18681700
ENSG00000234894,,,13,q12.11,19151554,19152307
ENSG00000102699,HGNC:271,PARP4,13,q12.12,24420931,24512778
ENSG00000230641,HGNC:39962,USP12-DT,13,q12.13,27172259,27182998
ENSG00000027001,HGNC:7104,MIPEP,13,q12.12,23730189,23889400
ENSG00000232685,HGNC:42779,LINC00442,13,q12.11,19008259,19026802
ENSG00000227879,HGNC:42033,PSPC1P1,13,q12.11,19201637,19227432
ENSG00000231358,,,13,q12.11,18921888,18944284
ENSG00000242756,HGNC:37839,RHOT1P3,13,q11,18837768,18838098
ENSG00000233545,HGNC:24407,CYCSP33,13,q12.12,24400703,24401029
ENSG00000205822,HGNC:42644,TPTE2P6,13,q12.12,24408157,24597676
ENSG00000285840,,,13,q12.3,30466117,30482312
ENSG00000269099,HGNC:39716,LSP1P1,13,q12.13,25017404,25017536
ENSG00000279550,,,13,q12.13,25190063,25190317
ENSG00000288103,,,13,q12.12,24517794,24530461
ENSG00000215604,HGNC:39250,ZNF962P,13,q11,18467172,18485448
ENSG00000228797,HGNC:39715,FAM207BP,13,q11,18697003,18697507
ENSG00000283579,,,13,q12.13,26965967,26991996
ENSG00000224329,HGNC:39210,LINC00297,13,q12.3,29872613,29888405
ENSG00000102781,HGNC:28361,KATNAL1,13,q12.3,30202630,30307551
ENSG00000238185,,,13,q12.3,30973289,30977623
ENSG00000224511,HGNC:42687,LINC00365,13,q12.3,30103178,30108895
ENSG00000278496,,,13,q12.13,27077218,27077962
ENSG00000271429,HGNC:49100,RPL17P51,13,q14.11,40224625,40224862
ENSG00000228036,HGNC:35132,HSPD1P9,13,q13.3,37993085,37994720
ENSG00000280208,HGNC:33207,GGT4P,13,q11,18253526,18270822
ENSG00000240868,HGNC:39906,C1QTNF9-AS1,13,q12.12,24315725,24321598
ENSG00000236444,HGNC:13477,UBE2L5,13,q12.3,30422488,30429758
ENSG00000133101,HGNC:1577,CCNA1,13,q13.3,36431520,36442870
ENSG00000261485,HGNC:39932,PAN3-AS1,13,q12.2,28136843,28138193
ENSG00000234535,,,13,q13.2,33610967,33611522
ENSG00000132952,HGNC:20294,USPL1,13,q12.3,30617693,30660770
ENSG00000232117,HGNC:42711,LINC00384,13,q12.3,30151886,30159621
ENSG00000183463,HGNC:17785,URAD,13,q12.2,27977717,27988693
ENSG00000232102,HGNC:39681,MTCO3P2,13,q12.12,23765934,23766104
ENSG00000189403,HGNC:4983,HMGB1,13,q12.3,30456704,30617597
ENSG00000236581,HGNC:40873,STARD13-AS,13,q13.1,33180401,33281584
ENSG00000120669,HGNC:26026,SOHLH2,13,q13.3,36168217,36214588
ENSG00000235876,HGNC:39832,FEM1AP4,13,q11,18665235,18667221
ENSG00000288542,,,13,q14.11,40469955,40611127
ENSG00000224405,HGNC:43722,LINC00572,13,q12.3,29918647,29926651
ENSG00000229375,HGNC:42014,USP24P1,13,q12.11,19015487,19019336
ENSG00000133114,HGNC:20298,GPALPP1,13,q14.12,44989529,45037669
ENSG00000274351,,,13,q14.2,49232874,49234399
ENSG00000273167,,,13,q12.12,23979700,24321031
ENSG00000278337,,,13,q12.11,19172773,19172925
ENSG00000235097,HGNC:42047,LINC00330,13,q14.12,44799503,44809630
ENSG00000120694,HGNC:16969,HSPH1,13,q12.3,31134973,31162388
ENSG00000218198,HGNC:36444,RPS20P32,13,q12.13,27017554,27017909
ENSG00000233259,HGNC:3558,FABP3P2,13,q14.11,42369259,42369657
ENSG00000275294,HGNC:53260,LINC02340,13,q12.2,27178263,27251288
ENSG00000179141,HGNC:40924,MTUS2-AS1,13,q12.3,29476515,29490105
ENSG00000083635,HGNC:8057,NUFIP1,13,q14.12,44939249,44989471
ENSG00000102753,HGNC:6396,KPNA3,13,q14.2,49699320,49792682
ENSG00000276958,,,13,q12.13,25017766,25017903
ENSG00000278477,,,13,q13.2,34262863,34263090
ENSG00000230793,HGNC:39734,SMARCE1P5,13,q14.11,44594858,44596082
ENSG00000230403,HGNC:49104,LINC01066,13,q12.3,30995162,30996138
ENSG00000165475,HGNC:18246,CRYL1,13,q12.11,20403666,20525873
ENSG00000237879,HGNC:42727,LINC00398,13,q12.3,30803206,30810645
ENSG00000229147,HGNC:39674,SMPD4P2,13,q12.11,19152567,19171194
ENSG00000260388,HGNC:43706,LINC00562,13,q14.2,47930153,47932622
ENSG00000277020,,,13,q12.11,20564708,20567045
ENSG00000223782,HGNC:39705,RPS21P8,13,q12.13,26977543,26977789
ENSG00000213411,HGNC:39695,RBM22P2,13,q12.3,30539597,30543461
ENSG00000180389,HGNC:34026,ATP5F1EP2,13,q12.2,27945260,27945415
ENSG00000165556,HGNC:1806,CDX2,13,q12.2,27960918,27969315
ENSG00000152520,HGNC:29991,PAN3,13,q12.2,28138506,28295335
ENSG00000230710,HGNC:42049,LINC00332,13,q14.11,40172505,40195361
ENSG00000275202,,,13,q14.2,48974967,48976867
ENSG00000102547,HGNC:20290,CAB39L,13,q14.2,49308650,49444064
ENSG00000176268,HGNC:24408,CYCSP34,13,q14.11,40863599,40863902
ENSG00000280357,,,13,q14.11,44432144,44432678
ENSG00000286779,,,13,q13.2,33800138,33802853
ENSG00000229473,HGNC:39729,RGS17P1,13,q14.11,40992779,40993331
ENSG00000270809,HGNC:49029,CHCHD2P11,13,q14.11,42181465,42181921
ENSG00000274317,HGNC:53254,LINC02334,13,q13.3,37934298,38066444
ENSG00000232786,HGNC:39930,TIMM9P3,13,q14.13,45552863,45553136
ENSG00000287274,,,13,q13.1,33285866,33290561
ENSG00000279124,HGNC:55895,IGSF3P1,13,q11,18279320,18309934
ENSG00000225179,HGNC:42805,LINC00457,13,q13.2,34435450,34640803
ENSG00000223724,HGNC:9809,RAD17P2,13,q14.2,49044079,49046794
ENSG00000235285,HGNC:41492,SMIM2-IT1,13,q14.11,44146470,44158222
ENSG00000215049,HGNC:30020,PRDX2P1,13,q12.3,30296147,30296735
ENSG00000102743,HGNC:10985,SLC25A15,13,q14.11,40789412,40812460
ENSG00000232643,HGNC:42713,LINC00385,13,q12.3,30153744,30160592
ENSG00000231914,HGNC:42715,LINC00387,13,q11,18672827,18676163
ENSG00000120675,HGNC:20325,DNAJC15,13,q14.11,43023203,43114213
ENSG00000234772,HGNC:42745,LINC00412,13,q12.2,27236282,27250711
ENSG00000230300,HGNC:41453,STARD13-IT1,13,q13.1,33158587,33164409
ENSG00000132975,HGNC:4466,GPR12,13,q12.13,26755200,26760786
ENSG00000243008,,,13,q12.12,24566873,24597676
ENSG00000225105,HGNC:49119,LINC01076,13,q12.13,25193107,25210295
ENSG00000236758,HGNC:40923,MTUS2-AS2,13,q12.3,29239379,29250554
ENSG00000188342,HGNC:4653,GTF2F2,13,q14.12,45120510,45284893
ENSG00000271652,,,13,q14.3,54116476,54116851
ENSG00000271850,HGNC:53263,LINC02343,13,q13.2,34347986,34616216
ENSG00000279025,,,13,q13.3,38372856,38373935
ENSG00000274316,HGNC:39749,ZNF646P1,13,q14.3,53408882,53409876
ENSG00000287460,,,13,q14.3,54572354,54687547
ENSG00000271190,HGNC:39770,RPP40P2,13,q21.2,59262680,59263391
ENSG00000150276,HGNC:39271,PPIAP26,13,q14.3,52820497,52821018
ENSG00000231910,HGNC:37697,GAMTP2,13,q13.2,34574204,34574666
ENSG00000132970,HGNC:12734,WASF3,13,q12.13,26557683,26688948
ENSG00000229437,HGNC:42688,LINC00366,13,q13.3,38567715,38622671
ENSG00000232986,,,13,q13.2,33657436,33659928
ENSG00000237585,HGNC:42739,LINC00407,13,q14.12,44651812,44701016
ENSG00000237636,HGNC:39689,ANKRD26P3,13,q12.11,19262797,19344973
ENSG00000277047,,,13,q21.1,54938604,54986720
ENSG00000133110,HGNC:16953,POSTN,13,q13.3,37562583,37598844
ENSG00000176882,,,13,q14.2,49620314,49620646
ENSG00000151778,HGNC:20607,SERP2,13,q14.11,44373665,44397714
ENSG00000261517,HGNC:43702,LINC00558,13,q14.3,53815419,53939960
ENSG00000234590,HGNC:33554,GNG5P5,13,q14.2,47307082,47307301
ENSG00000102531,HGNC:20296,FNDC3A,13,q14.2,48975912,49209779
ENSG00000223732,,,13,q14.12,44982077,45083125
ENSG00000286709,,,13,q21.1,56051034,56054397
ENSG00000234213,HGNC:39442,FHP1,13,q14.11,42255873,42256575
ENSG00000274549,,,13,q13.3,37139176,37139585
ENSG00000250709,HGNC:38866,CCDC169-SOHLH2,13,q13.3,36168794,36297842
ENSG00000279499,,,13,q12.3,30196443,30196881
ENSG00000276854,,,13,q14.11,44196006,44197298
ENSG00000225350,HGNC:39964,FREM2-AS1,13,q13.3,38821798,38827570
ENSG00000227604,HGNC:38739,TOMM22P3,13,q13.1,32954057,32954401
ENSG00000232587,HGNC:3194,EEF1A1P3,13,q12.2,28214513,28215897
ENSG00000239827,HGNC:20513,SUGT1P3,13,q14.11,40882577,40921774
ENSG00000183722,HGNC:6586,LHFPL6,13,q14.11,39209116,39603528
ENSG00000231894,HGNC:42637,WDR95P,13,q12.3,31063306,31115699
ENSG00000232647,HGNC:39577,POLR3KP1,13,q21.2,59071462,59071803
ENSG00000279325,,,13,q14.3,53193667,53198540
ENSG00000274090,,,13,q21.1,55535697,55583524
ENSG00000234421,HGNC:35471,SLC25A5P4,13,q21.1,57314739,57315909
ENSG00000225249,HGNC:42704,LINC00378,13,q21.2,60618991,61176758
ENSG00000277040,,,13,q12.12,24323021,24323457
ENSG00000227213,HGNC:39905,SPATA13-AS1,13,q12.12,24252749,24254439
ENSG00000232162,HGNC:39961,USP12-AS1,13,q12.13,27162855,27169135
ENSG00000271901,,,13,q13.2,34545929,34696612
ENSG00000234701,HGNC:39266,PRDX3P3,13,q13.3,38617419,38617940
ENSG00000271140,HGNC:49097,PRR20FP,13,q21.1,57173453,57173632
ENSG00000214263,HGNC:36641,RPSAP53,13,q21.32,67266845,67267706
ENSG00000285935,,,13,q12.13,26685640,26698804
ENSG00000223717,HGNC:39337,DNAJA1P1,13,q21.1,58751047,58752233
ENSG00000237092,HGNC:49103,LINC01065,13,q14.3,53099397,53151914
ENSG00000227528,HGNC:39915,DIAPH3-AS1,13,q21.2,60012734,60044357
ENSG00000234765,HGNC:39345,ELL2P3,13,q21.33,68289679,68291280
ENSG00000271287,HGNC:49113,BCRP9,13,q21.32,67790407,67790794
ENSG00000023516,HGNC:369,AKAP11,13,q14.11,42272152,42323261
ENSG00000139656,HGNC:28776,SMIM2,13,q14.11,44143150,44161257
ENSG00000204899,HGNC:33830,MZT1,13,q21.33,72708367,72727629
ENSG00000229876,HGNC:49477,CASC20,20,p12.3,6446723,6528459
ENSG00000260861,,,20,p13,1540144,1620009
ENSG00000225479,HGNC:41414,PLCB1-IT1,20,p12.3,8248704,8256918
ENSG00000287376,,,13,q12.12,24539139,24541720
ENSG00000238169,HGNC:49047,LINC01053,13,q12.13,25168969,25190643
ENSG00000171873,HGNC:280,ADRA1D,20,p13,4220630,4249287
ENSG00000276841,,,13,q21.33,70564267,70564437
ENSG00000236534,HGNC:42030,H3P36,13,q21.33,71675067,71675469
ENSG00000232954,HGNC:42698,LINC00374,13,q21.1,58211697,58233117
ENSG00000120685,HGNC:20291,PROSER1,13,q13.3,39009865,39038089
ENSG00000101282,HGNC:16175,RSPO4,20,p13,958452,1002311
ENSG00000125903,HGNC:16218,DEFB129,20,p13,227258,229886
ENSG00000101280,HGNC:487,ANGPT4,20,p13,869900,916334
ENSG00000282478,,,20,p12.2,11536406,11541647
ENSG00000232528,,,20,p13,1767957,1779995
ENSG00000089012,HGNC:15757,SIRPG,20,p13,1629152,1657779
ENSG00000236433,HGNC:36256,RPL37P21,13,q21.33,68331338,68331613
ENSG00000286537,,,13,q21.1,54816352,54819238
ENSG00000235957,HGNC:2293,COX7CP1,13,q14.2,49187479,49187670
ENSG00000165837,HGNC:26523,ERICH6B,13,q14.13,45534522,45615739
ENSG00000275226,HGNC:43682,LINC00547,13,q13.3,37534940,37551536
ENSG00000286108,,,20,p13,2107900,2109991
ENSG00000276649,,,20,p13,1888128,1894374
ENSG00000136149,HGNC:36981,RPL13AP25,13,q14.3,54440704,54441315
ENSG00000133116,HGNC:6344,KL,13,q13.1,33016423,33066143
ENSG00000232241,HGNC:16571,DYNLT3P1,20,p12.1,17479085,17479431
